index,day,mounth,day_of_week,type_of_car,number_of_car,mass_of_trash,size_of_trash,density,tmax,tmin
303,6,Январь,среда,Самосвал,Н300УУ154,4040,33,"122,4242424",-23°,-30°
304,6,Январь,среда,Грузовая,Н344РТ154,7940,40,"198,5",-23°,-30°
305,6,Январь,среда,Грузовая,Н345РК154,3960,"29,1","136,0824742",-23°,-30°
306,6,Январь,среда,Грузовая,Н412РК154,7100,"58,2","121,9931271",-23°,-30°
307,6,Январь,среда,Грузовая,Н419РК154,5060,"29,1","173,8831615",-23°,-30°
308,6,Январь,среда,Грузовая,Н515РТ154,2520,24,105,-23°,-30°
309,6,Январь,среда,Самосвал,Н534ТТ154,7220,44,"164,0909091",-23°,-30°
310,6,Январь,среда,Самосвал,Н576ТТ154,3520,22,160,-23°,-30°
311,6,Январь,среда,Грузовая,Н583РТ154,5860,32,"183,125",-23°,-30°
312,6,Январь,среда,Самосвал,Н585ТТ154,4540,33,"137,5757576",-23°,-30°
313,6,Январь,среда,Самосвал,Н587ТТ154,3020,55,"54,90909091",-23°,-30°
314,6,Январь,среда,Самосвал,Н589ТТ154,7080,33,"214,5454545",-23°,-30°
315,6,Январь,среда,Грузовая,Н833ТТ154,3020,24,"125,8333333",-23°,-30°
316,6,Январь,среда,Газон,Н849ТТ,2320,22,"105,4545455",-23°,-30°
317,6,Январь,среда,Самосвал,Н861ТТ154,3000,33,"90,90909091",-23°,-30°
318,6,Январь,среда,Грузовая,Н915РУ154,4220,24,"175,8333333",-23°,-30°
319,6,Январь,среда,КМУ,Н275ОС154,13040,"263,41","49,50457462",-23°,-30°
320,6,Январь,среда,Фусо,Н547ТТ154,0,0,0,-23°,-30°
321,6,Январь,среда,Фусо,Н586ТТ154,14420,"120,8","119,3708609",-23°,-30°
322,6,Январь,среда,Боковая,В036АС147,1600,"36,35","44,01650619",-23°,-30°
323,6,Январь,среда,Боковая,Н403МВ154,4060,"68,22","59,5133392",-23°,-30°
324,6,Январь,среда,Боковая,Н405МВ154,2720,"44,85","60,64659978",-23°,-30°
325,6,Январь,среда,Задняя,К281ВС154,5940,"256,41","23,16602317",-23°,-30°
326,6,Январь,среда,Задняя,К404СВ154,11120,"100,76","110,3612545",-23°,-30°
327,6,Январь,среда,Задняя,К910ЕА154,12100,"220,37","54,90765531",-23°,-30°
328,6,Январь,среда,Задняя,М011ХЕ32,14500,"217,76","66,58706833",-23°,-30°
329,6,Январь,среда,Задняя,Н561УУ154,17600,"236,3","74,4815912",-23°,-30°
330,6,Январь,среда,Задняя,Н590УУ154,12240,"227,37","53,83295949",-23°,-30°
331,6,Январь,среда,Задняя,Н853НР123,9620,"178,64","53,85132109",-23°,-30°
332,6,Январь,среда,Задняя,Х787КН750,12260,"179,98","68,11867985",-23°,-30°
333,6,Январь,среда,Задняя,В432СХ178,0,0,0,-23°,-30°
334,6,Январь,среда,Задняя,К170ВС154,17920,"269,7","66,44419726",-23°,-30°
335,6,Январь,среда,Задняя,Н208УУ154,7720,"131,89","58,53362651",-23°,-30°
336,6,Январь,среда,Задняя,Н236УУ154,12780,"222,64","57,40208408",-23°,-30°
337,6,Январь,среда,Задняя,Н252УУ154,13940,"210,84","66,11648644",-23°,-30°
338,6,Январь,среда,Задняя,Н260УУ154,10280,"56,29","182,6256884",-23°,-30°
339,6,Январь,среда,Задняя,Н263УУ154,13700,"236,33","57,96978801",-23°,-30°
340,6,Январь,среда,Задняя,Н509ТТ154,19840,"310,31","63,93606394",-23°,-30°
341,6,Январь,среда,Задняя,Н513ТТ154,33320,"276,8","120,3757225",-23°,-30°
342,6,Январь,среда,Задняя,Н548ТТ154,14760,"185,46","79,58589453",-23°,-30°
343,6,Январь,среда,Задняя,Н590ТТ154,19400,"308,18","62,9502239",-23°,-30°
344,6,Январь,среда,Задняя,Н864ТТ154,14920,"280,9","53,11498754",-23°,-30°
345,6,Январь,среда,Задняя,О369АР750,20120,"189,26","106,3087816",-23°,-30°
346,6,Январь,среда,Задняя,Т237ВВ750,10220,"188,54","54,20600403",-23°,-30°
347,6,Январь,среда,Задняя,Т551РС69,24120,"314,6","76,66878576",-23°,-30°
348,7,Январь,четверг,Бункеровоз,В297КЕ147,4500,48,"93,75",-21°,-27°
349,7,Январь,четверг,Бункеровоз,К721ВС154,3320,40,83,-21°,-27°
350,7,Январь,четверг,Бункеровоз,Н726РУ154,6580,64,"102,8125",-21°,-27°
351,7,Январь,четверг,Бункеровоз,Н991НУ154,3220,40,"80,5",-21°,-27°
352,7,Январь,четверг,Мультилифт,К801ВА154,2640,24,110,-21°,-27°
353,7,Январь,четверг,Мультилифт,Н416НС154,7100,27,"262,962963",-21°,-27°
354,7,Январь,четверг,Мультилифт,Н869МК154,9120,60,152,-21°,-27°
355,7,Январь,четверг,ГАЗ,В149НА,0,0,0,-21°,-27°
356,7,Январь,четверг,Самосвал,К693СА154,1860,17,"109,4117647",-21°,-27°
357,7,Январь,четверг,Самосвал,К722ВС154,2840,33,"86,06060606",-21°,-27°
358,7,Январь,четверг,Самосвал,К836ВС154,6560,44,"149,0909091",-21°,-27°
359,7,Январь,четверг,Самосвал,Н200НХ154,4240,24,"176,6666667",-21°,-27°
360,7,Январь,четверг,Самосвал,Н283УУ154,1600,22,"72,72727273",-21°,-27°
361,7,Январь,четверг,Самосвал,Н300УУ154,4200,33,"127,2727273",-21°,-27°
362,7,Январь,четверг,Грузовая,Н344РТ154,3100,16,"193,75",-21°,-27°
363,7,Январь,четверг,Грузовая,Н345РК154,2080,"19,4","107,2164948",-21°,-27°
364,7,Январь,четверг,Грузовая,Н412РК154,6800,"48,5","140,2061856",-21°,-27°
365,7,Январь,четверг,Грузовая,Н419РК154,1680,"9,7","173,1958763",-21°,-27°
366,7,Январь,четверг,Грузовая,Н515РТ154,900,16,"56,25",-21°,-27°
367,7,Январь,четверг,Самосвал,Н534ТТ154,1720,22,"78,18181818",-21°,-27°
368,7,Январь,четверг,Самосвал,Н576ТТ154,3300,22,150,-21°,-27°
369,7,Январь,четверг,Грузовая,Н583РТ154,3020,24,"125,8333333",-21°,-27°
370,7,Январь,четверг,Самосвал,Н585ТТ154,2220,22,"100,9090909",-21°,-27°
371,7,Январь,четверг,Самосвал,Н587ТТ154,3860,44,"87,72727273",-21°,-27°
372,7,Январь,четверг,Самосвал,Н589ТТ154,2580,22,"117,2727273",-21°,-27°
373,7,Январь,четверг,Грузовая,Н833ТТ154,2620,16,"163,75",-21°,-27°
374,7,Январь,четверг,Газон,Н849ТТ,2420,22,110,-21°,-27°
375,7,Январь,четверг,Самосвал,Н861ТТ154,3160,33,"95,75757576",-21°,-27°
376,7,Январь,четверг,Грузовая,Н915РУ154,4600,24,"191,6666667",-21°,-27°
377,7,Январь,четверг,КМУ,Н275ОС154,9960,"248,81","40,0305454",-21°,-27°
378,7,Январь,четверг,Фусо,Н547ТТ154,0,0,0,-21°,-27°
379,7,Январь,четверг,Фусо,Н586ТТ154,0,"148,18",0,-21°,-27°
380,7,Январь,четверг,Боковая,В036АС147,1560,"33,68","46,31828979",-21°,-27°
381,7,Январь,четверг,Боковая,Н403МВ154,3340,"41,92","79,67557252",-21°,-27°
382,7,Январь,четверг,Боковая,Н405МВ154,3240,"49,45","65,52072801",-21°,-27°
383,7,Январь,четверг,Задняя,К281ВС154,18340,"244,8","74,91830065",-21°,-27°
384,7,Январь,четверг,Задняя,К404СВ154,0,"102,96",0,-21°,-27°
385,7,Январь,четверг,Задняя,К910ЕА154,15540,"218,72","71,04974396",-21°,-27°
386,7,Январь,четверг,Задняя,М011ХЕ32,14480,"214,62","67,46808312",-21°,-27°
387,7,Январь,четверг,Задняя,Н561УУ154,20780,"232,34","89,43789274",-21°,-27°
388,7,Январь,четверг,Задняя,Н590УУ154,13300,"216,48","61,43754619",-21°,-27°
389,7,Январь,четверг,Задняя,Н853НР123,4040,"125,38","32,22204498",-21°,-27°
390,7,Январь,четверг,Задняя,Х787КН750,13580,"179,21","75,77702137",-21°,-27°
391,7,Январь,четверг,Задняя,В432СХ178,0,0,0,-21°,-27°
392,7,Январь,четверг,Задняя,К170ВС154,18940,"270,34","70,05992454",-21°,-27°
393,7,Январь,четверг,Задняя,Н208УУ154,0,0,0,-21°,-27°
394,7,Январь,четверг,Задняя,Н236УУ154,13880,"232,54","59,68865572",-21°,-27°
395,7,Январь,четверг,Задняя,Н252УУ154,13880,"214,74","64,63630437",-21°,-27°
396,7,Январь,четверг,Задняя,Н260УУ154,12180,"174,88","69,64775846",-21°,-27°
397,7,Январь,четверг,Задняя,Н263УУ154,15300,"231,49","66,09356776",-21°,-27°
398,7,Январь,четверг,Задняя,Н509ТТ154,24940,"340,99","73,13997478",-21°,-27°
399,7,Январь,четверг,Задняя,Н513ТТ154,0,"277,94",0,-21°,-27°
400,7,Январь,четверг,Задняя,Н548ТТ154,13380,"158,08","84,64068826",-21°,-27°
401,7,Январь,четверг,Задняя,Н590ТТ154,24480,"290,58","84,2453025",-21°,-27°
402,7,Январь,четверг,Задняя,Н864ТТ154,14200,"230,3","61,65870604",-21°,-27°
403,7,Январь,четверг,Задняя,О369АР750,0,"174,96",0,-21°,-27°
404,7,Январь,четверг,Задняя,Т237ВВ750,11420,"159,1","71,7787555",-21°,-27°
405,7,Январь,четверг,Задняя,Т551РС69,23640,308,"76,75324675",-21°,-27°
406,8,Январь,пятница,Бункеровоз,В297КЕ147,2300,39,"58,97435897",-21°,-23°
407,8,Январь,пятница,Бункеровоз,К721ВС154,2800,32,"87,5",-21°,-23°
408,8,Январь,пятница,Бункеровоз,Н726РУ154,6720,80,84,-21°,-23°
409,8,Январь,пятница,Бункеровоз,Н991НУ154,2240,32,70,-21°,-23°
410,8,Январь,пятница,Мультилифт,К801ВА154,2100,24,"87,5",-21°,-23°
411,8,Январь,пятница,Мультилифт,Н416НС154,8040,48,"167,5",-21°,-23°
412,8,Январь,пятница,Мультилифт,Н869МК154,5620,60,"93,66666667",-21°,-23°
413,8,Январь,пятница,ГАЗ,В149НА,1340,16,"83,75",-21°,-23°
414,8,Январь,пятница,Самосвал,К693СА154,0,0,0,-21°,-23°
415,8,Январь,пятница,Самосвал,К722ВС154,2880,22,"130,9090909",-21°,-23°
416,8,Январь,пятница,Самосвал,К836ВС154,4240,43,"98,60465116",-21°,-23°
417,8,Январь,пятница,Самосвал,Н200НХ154,2680,16,"167,5",-21°,-23°
418,8,Январь,пятница,Самосвал,Н283УУ154,200,11,"18,18181818",-21°,-23°
419,8,Январь,пятница,Самосвал,Н300УУ154,2980,22,"135,4545455",-21°,-23°
420,8,Январь,пятница,Грузовая,Н344РТ154,1500,8,"187,5",-21°,-23°
421,8,Январь,пятница,Грузовая,Н345РК154,1740,"19,4","89,69072165",-21°,-23°
422,8,Январь,пятница,Грузовая,Н412РК154,1660,"19,4","85,56701031",-21°,-23°
423,8,Январь,пятница,Грузовая,Н419РК154,3680,"38,8","94,84536082",-21°,-23°
424,8,Январь,пятница,Грузовая,Н515РТ154,2780,24,"115,8333333",-21°,-23°
425,8,Январь,пятница,Самосвал,Н534ТТ154,3520,22,160,-21°,-23°
426,8,Январь,пятница,Самосвал,Н576ТТ154,3400,22,"154,5454545",-21°,-23°
427,8,Январь,пятница,Грузовая,Н583РТ154,2320,16,145,-21°,-23°
428,8,Январь,пятница,Самосвал,Н585ТТ154,2400,22,"109,0909091",-21°,-23°
429,8,Январь,пятница,Самосвал,Н587ТТ154,1900,33,"57,57575758",-21°,-23°
430,8,Январь,пятница,Самосвал,Н589ТТ154,3400,22,"154,5454545",-21°,-23°
431,8,Январь,пятница,Грузовая,Н833ТТ154,1720,8,215,-21°,-23°
432,8,Январь,пятница,Газон,Н849ТТ,2060,22,"93,63636364",-21°,-23°
433,8,Январь,пятница,Самосвал,Н861ТТ154,2280,22,"103,6363636",-21°,-23°
434,8,Январь,пятница,Грузовая,Н915РУ154,2500,16,"156,25",-21°,-23°
435,8,Январь,пятница,КМУ,Н275ОС154,10980,"263,65","41,64612175",-21°,-23°
436,8,Январь,пятница,Фусо,Н547ТТ154,0,0,0,-21°,-23°
437,8,Январь,пятница,Фусо,Н586ТТ154,5760,"117,6","48,97959184",-21°,-23°
438,8,Январь,пятница,Боковая,В036АС147,2260,"41,79","54,07992343",-21°,-23°
439,8,Январь,пятница,Боковая,Н403МВ154,3240,"37,34","86,7702196",-21°,-23°
440,8,Январь,пятница,Боковая,Н405МВ154,4260,"50,65","84,10661402",-21°,-23°
441,8,Январь,пятница,Задняя,К281ВС154,18000,"260,41","69,12176952",-21°,-23°
442,8,Январь,пятница,Задняя,К404СВ154,7000,"122,26","57,25503026",-21°,-23°
443,8,Январь,пятница,Задняя,К910ЕА154,13900,"228,74","60,76768383",-21°,-23°
444,8,Январь,пятница,Задняя,М011ХЕ32,14060,"231,2","60,81314879",-21°,-23°
445,8,Январь,пятница,Задняя,Н561УУ154,13700,"240,7","56,91732447",-21°,-23°
446,8,Январь,пятница,Задняя,Н590УУ154,12420,"231,66","53,61305361",-21°,-23°
447,8,Январь,пятница,Задняя,Н853НР123,5620,"131,34","42,78970611",-21°,-23°
448,8,Январь,пятница,Задняя,Х787КН750,9960,"181,41","54,90325781",-21°,-23°
449,8,Январь,пятница,Задняя,В432СХ178,0,0,0,-21°,-23°
450,8,Январь,пятница,Задняя,К170ВС154,19660,"266,96","73,64399161",-21°,-23°
451,8,Январь,пятница,Задняя,Н208УУ154,10480,"191,51","54,72299097",-21°,-23°
452,8,Январь,пятница,Задняя,Н236УУ154,13060,"240,68","54,26292172",-21°,-23°
453,8,Январь,пятница,Задняя,Н252УУ154,12440,"205,45","60,55001217",-21°,-23°
454,8,Январь,пятница,Задняя,Н260УУ154,0,0,0,-21°,-23°
455,8,Январь,пятница,Задняя,Н263УУ154,14360,"246,56","58,24140169",-21°,-23°
456,8,Январь,пятница,Задняя,Н509ТТ154,23480,"335,55","69,97466845",-21°,-23°
